text,user_mentions_count,hashtag_count,quoted_status,binary_in_reply_to_user_id,binary_in_reply_to_screen_name,binary_in_reply_to_status_id,possibly_sensitive,user_statuses_count,user_followers_count,user_following_count,user_list_count,user_contributors_enabled,popularHashtag1,popularHashtag2,popularHashtag3,popularHashtag4,popularHashtag5,popularHashtag6,popularHashtag7,popularHashtag8,popularHashtag9,popularHashtag10,10 min RT,10 min FAVE,30 min RT,30 min FAVE,1 hr RT,1 hr FAVE,20 hr RT,20 hr FAVE,Classification,matlab,actual
When they love your guts even more than you do. 😂 #crohnsandcolitisawareness #ibd #crohns #spoonie https://t.co/lPk9AP1iwx,0,4,0,0,0,0,0,12316,527,225,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,4,0,,
Mitch is cute and I'm sat here like a buttered potato https://t.co/rQ2X7d8WuF,0,0,0,0,0,0,0,21185,1011,121,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
We know who wears the crazy pants in the family. @dohertyshannen made me do it. Thanks to… https://t.co/Z1HHHXXsGf,1,0,0,0,0,0,0,19733,775369,598,6625,0,0,0,0,0,0,0,0,0,0,0,24,115,30,152,33,175,56,306,1,,
@ProvFirefighter how many FFs would be on scene of a 2nd alarm fire? It wouldn't leave many left in city if it were to happen&#44; no?,1,0,0,1,1,0,0,30945,5888,404,161,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,5,2,5,2,0,,
This week I spent time with campaigners braving the storm at IndyCamp Live + looked back at other protest vigils. https://t.co/cg67iFnXLb,0,0,0,0,0,0,0,6383,3233,3174,58,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,4,1,4,2,0,,
MY HERO&#44;🇺🇸 MY SON. YEP&#44;this lady raised a hero. @cilla75 @lynnecunningh13  @A_Badassunicorn #ProudNavyMom  #NAVY ⚓️ https://t.co/J1B40nNSpp,3,2,0,0,0,0,0,16422,1196,1829,23,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,1,7,2,18,1,,
A little over a week until I get to see @Bren_Lunn again!!!!! I'm so fucking excited https://t.co/ryj61m3bLL,1,0,0,0,0,0,0,3393,1453,199,4,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,1,9,1,13,1,,
Support &amp; Follow @ArBolivia1 doing Great work in a beautiful country. #StopDeforestation. #ThinkClimateChange #COP21 https://t.co/TYoSyOG07H,1,3,1,0,0,0,0,11525,1486,979,118,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,3,2,0,,
Congrats to Jackson on their second straight state title 💍,0,0,0,0,0,0,0,4332,828,516,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Perfectly legal. Nothing to see here! Move along. Move along.  https://t.co/ImoHRYXOLS,0,0,1,0,0,0,0,12462,5148,742,170,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,3,0,,
Yo wtf 😂😂😂😂 RT @RobIsRandomAF_6: What. Is. Y'all. Problem. https://t.co/BA10jvC81X,1,0,0,0,0,0,0,267377,1649,791,53,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,4,1,4,2,0,,
Man and Mountain  https://t.co/kPHKlC6AGz,0,0,0,0,0,0,0,15752,13141,8839,206,0,0,0,0,0,0,0,0,0,0,0,1,8,1,8,2,8,5,13,1,,
Wings and chickens in the Weber. https://t.co/Pfiphia4ld,0,0,0,0,0,0,0,11307,775,1044,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,,
takes one to know one (hic),0,0,0,0,0,0,0,74531,172083,552,2809,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,4,0,,
Photo of Myles with a fan today! (via @chaggie28) https://t.co/5ODERlj912,1,0,0,0,0,0,0,4272,3776,3520,4,0,0,0,0,0,0,0,0,0,0,0,1,11,2,14,2,14,3,17,1,,
Dope meeting and performing w the legendary @Sojay at @NomisHipHop #SociallyJust release show! https://t.co/6L456kr0ma,2,1,0,0,0,0,0,29021,16278,755,136,0,0,0,0,0,0,0,0,0,0,0,1,9,1,15,1,18,1,40,1,,
This is OUR city #GCC #MadeinNewYork #JetsNation #GangGreen @nyjets #NYJvsNYG @jetsflightcrew @mlstadium @espn @nfl https://t.co/SLMemZ2qFz,5,5,0,0,0,0,0,1163,1041,2109,9,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,5,4,6,1,,
It's Santa Weddle! What is your Christmas wish for the #Chargers? Stay tuned for our AFC west xmas wish list #boltup https://t.co/ME06mmhyz3,0,2,0,0,0,0,0,1281,1556,994,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,3,0,,
I'm so bored at work imma fall asleep,0,0,0,0,0,0,0,65069,4945,832,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
If I happen to ever recommend a German movie (jokes aside) I'd always go for 'Anatomie 1 &amp; 2'! Hands down best produced &amp; worth a peek!😉,0,0,0,0,0,0,0,2612,1163,143,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,
@T_Ruzicka happy birthday cuzzo&#44; love &amp; miss you lots❤️,1,0,0,1,1,0,0,23700,883,2008,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
And the winner of the 2 free entries goes to @jaydansisson_4 ! Hope to see you all tonight! https://t.co/BVlbDS4InL,1,0,0,0,0,0,0,2105,1627,959,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,,
@Rosiculous @dervogelfamber @megsauce Big crying party up in the internet,3,0,0,1,1,1,0,12978,712,886,84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Anyone wanna do sumn tonight?,0,0,0,0,0,0,0,564,996,267,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
7p to 9p&#44; listen to @FullMetalJackie radio for @lambofgod &amp; @Anthrax songs for chances to win tix! @ConcreteStreet https://t.co/2lf1OckhCS,4,0,0,0,0,0,0,7621,2146,1191,60,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
I wish Instagram had drafts,0,0,0,0,0,0,0,103292,712,441,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
"My old pal and I used to party at the guy who coined the word ""sci-fi"" house. It was a museum… https://t.co/hjBRKkrmhw",0,0,0,0,0,0,0,1627,809,236,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
@pointlessgirl22 yep check the giveaway page for the winners. I announce them right after the giveaway ends (or when i get to my PC ),1,0,0,1,1,1,0,48814,256925,1214,465,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,11,6,62,1,,
Look&#44; it's @lovinglife_17 and @curly_kidd14 fave song 😏 https://t.co/c26JSpCfFA,2,0,0,0,0,0,0,21931,542,476,13,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
Well you can't trust anyone! #cake thief on the loose round here #elfonashelf #islandbakers https://t.co/iRZ2iV4k8g,0,3,0,0,0,0,0,977,635,966,6,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,1,5,1,7,1,,
Going through this for Bahama Bucks https://t.co/IW8nZyQ4UL,0,0,0,0,0,0,0,53966,1972,1132,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,,
What a look https://t.co/IVeETnCRWX,0,0,0,0,0,0,0,28940,6891,1440,117,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,3,2,0,,
So you see someone get stabbed and your first thought is to get your phone out and film it&#44; WHAT IS WRONG WITH PEOPLE,0,0,0,0,0,0,0,23217,1426,1110,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,,
@MilinNextDoor i am most girls dads,1,0,0,1,1,1,0,96089,1360,443,13,0,0,0,0,0,0,0,0,0,0,0,1,11,1,13,1,13,1,14,1,,
i'm just some dumb kid trying to kid myself that i've got my shit together https://t.co/i4UxLz8zXW,0,0,0,0,0,0,0,38346,2782,326,38,0,0,0,0,0,0,0,0,0,0,0,7,20,7,23,7,24,26,100,1,,
GOODNIGHT GUYS!!! https://t.co/Y7eHOQK54D,0,0,1,0,0,0,0,8633,1171,632,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Burnout: How to deal with creative and mental exhaustion https://t.co/BwCSjC9y7s https://t.co/VHSmDkPYuE,0,0,0,0,0,0,0,47593,157988,117168,1027,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,,
Aspire 16Rox are your AZ Champions&#44; beating Fear in three!  #AspireStrong #AspireProud,0,2,0,0,0,0,0,1820,571,374,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,1,8,1,,
#Streaming #ForYou by @Tony_guevara_ on @K979FM Go live: https://t.co/pSEWxCuKra  Welcome to #Phoenix @WorldWideDKM https://t.co/414I7cKcnX,3,3,0,0,0,0,0,2841,26267,13414,25,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,21,29,21,30,1,,
RTSexy pica selected for you!!#erotic #xxx #adult#hot #nsfw#sexyvisit for cams -&gt; https://t.co/WUbRc0kgfA https://t.co/OEbjJ1J2mO,0,6,0,0,0,0,1,225663,460948,760,1619,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,1,7,1,,
im sorry im such a slut for palettes gtg,0,0,0,0,0,0,0,39926,1560,901,14,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,6,1,6,1,,
rowan blanchard if you're reading this follow me and i will dm u 44 pictures of puppies snuggling,0,0,0,0,0,0,0,69138,5279,148,71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Look what I found at target! @rikerR5 @ratliffR5 @rydelR5 @rossR5 @rockyR5 @alfonso_ribeiro https://t.co/drXzI2AI8E,6,0,0,0,0,0,0,6610,1339,389,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,4,4,7,1,,
@BellaTwins what have you done with nikki?¿?,1,0,0,1,1,1,0,22850,784,499,14,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,0,,
bACKSTREET BOYS IM PISSINF https://t.co/3rAtanha2O,0,0,1,0,0,0,0,100077,81663,73903,175,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,4,7,5,0,,
Today I became a mermaid and all my dreams came true 😍@ProjectMermaids https://t.co/cot9OFU3vD,1,0,0,0,0,0,0,10395,92878,842,243,0,0,0,0,0,0,0,0,0,0,0,28,120,37,171,41,201,91,453,1,,
Relaxing dinner of #Crablegs https://t.co/bbMQaqGp6k,0,1,0,0,0,0,0,57906,902,576,91,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,2,6,1,,
If you ain't got haters&#44; you ain't poppin'😉💯,0,0,0,0,0,0,0,7775,4558,3982,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
Afternoon nordic ski tickle fight with @KarenJarchow 3k ft above Eagle&#44; Colorado https://t.co/yAEReIgTq7,1,0,0,0,0,0,0,12500,2607,571,144,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,3,0,,
My day 😍👶🏼 https://t.co/MLjD3EgjKO,0,0,0,0,0,0,0,2540,10846,8590,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,,
@marcorubio @AP THERE UR JACKA$$ WATER BOY&#44;TED CRUZ AND RAND PAUL ALL VOTED TO LET TERRORIST GET GUNS...NOT PATRIOTS https://t.co/KfH7SaC9e4,2,0,0,1,1,1,0,135871,1258,1240,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,
is it opposite day https://t.co/uu7mDVBCMp,0,0,1,0,0,0,0,7821,2729,72,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
@Fact Cos Jesus hasn't released shit in years,1,0,0,1,1,1,0,26561,919,1597,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
current mood : I feel like a moose. idk why. https://t.co/Un5PBb7Ijp,0,0,0,0,0,0,0,4143,596,589,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,3,0,,
I'm back in full force (live cover of @tekdotlun's) 👽💥-don't open the door https://t.co/vStYFvTyG4 https://t.co/gh17O4rnvg,1,0,0,0,0,0,0,47076,1191,240,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,5,0,,
happy sunday&#44; enjoy this photo of donuts 💕 https://t.co/mTUhzRuVFQ,0,0,0,0,0,0,0,32480,1763,1286,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,
You smell really good. Like&#44; REALLY good&#44; said my scary cabbie. #tension,0,1,0,0,0,0,0,7466,2774,224,65,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
terrified = in love hahahha oh my god I love being a logical human,0,0,0,1,1,1,0,56609,3046,371,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
Thiys Camgirl Just Turned On Her Cam. See Her Right Here https://t.co/veZAUdL8ft https://t.co/2mAvilfyDM,0,0,0,0,0,0,1,14996,5241,3064,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,,
Monthsary + I Love You= 53❤ hahahaha #PampakiligSaSarili,0,1,0,0,0,0,0,15169,914,329,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,0,,
his voice is so amazing&#44; sweet&#44; I love your voice 🎤 💞 @NathanSykes Brazil loves you,1,0,0,0,0,0,0,10028,1109,2002,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
I cannot wait for Christmas all my family is coming over. 😍,0,0,0,0,0,0,0,1302,6124,3784,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,5,7,6,1,,
@PoetryIncubator @AmySedgemore @black_canary02 Hahaha...that's funny!!,3,0,0,1,1,1,0,69083,7689,4217,331,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
@SwiftOnSecurity Swift on Sails https://t.co/7iTqf8dGhO,1,0,0,1,1,1,0,5036,505,597,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
B's and low A's give me anxiety,0,0,0,0,0,0,0,122407,3991,2077,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,0,,
"R.I.P to the ""Competition""",0,0,0,0,0,0,0,46846,731,393,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Why am I so invested in Little Mix  willing to compose a whole letter to management but I have 0 motivation to do my actual school work 😲😩😩,0,0,0,0,0,0,0,33638,1161,164,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,2,0,,
Really? And do what? Do away with all laws because none of them work perfectly? https://t.co/bBXHhZHAig,0,0,1,0,0,0,0,4509,5545,5420,274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,,
Get in on the fun. Snapchat: simply_sona https://t.co/2BDbxlY92v,0,0,0,0,0,0,0,2871,7548,261,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,
I'm happiest when I'm playing my sport. Not worrying about life&#44; just my teammates and myself.,0,0,0,0,0,0,0,1034,4300,5001,5,0,0,0,0,0,0,0,0,0,0,0,6,3,10,5,12,6,19,10,1,,
Kirk Hinrich good to go tonight.,0,0,0,0,0,0,0,87513,13066,1032,790,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Football up 3 - 0 vs CD end of first quarter,0,0,0,0,0,0,0,9302,2196,93,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,4,0,,
I have no KC friends....No fam...Nothing...I hate everything KC!!! I hate the logo...The players...Everything makes me PUKE!!,0,0,0,0,0,0,0,12192,12051,7687,81,0,0,0,0,0,0,0,0,0,0,0,1,8,1,12,1,14,4,20,1,,
Had fun road tripping to ISU today. Great season boys! 💜💛 @ Illinois State University https://t.co/Ey7z0PD7ua,0,0,0,0,0,0,0,4946,797,489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,,
If you saw the size of the blessing coming&#44; you would understand the magnitude of the battle you are fighting.,0,0,0,0,0,0,0,21712,886,646,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,
Lift your head up Israel everything is going to alright,0,0,0,0,0,0,0,3185,2856,409,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,126,101,126,1,,
The underpants gnome theory of foreign policy.  https://t.co/OYKNUc1dyu,0,0,1,0,0,0,0,7859,1388,2011,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,,
@donnalaura1998 @joshelmes @YThopre yeah and better than Lewis ever did 🤗,3,0,0,1,1,1,0,2659,2452,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,5,0,,
LMAOOOOOOOO Foh breh https://t.co/rG3kEj36A1,0,0,1,0,0,0,0,55430,1663,676,14,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Casual Trip to DC https://t.co/eqdXeSaJrz,0,0,0,0,0,0,0,62307,1227,681,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,1,6,1,,
A lady made me sing jingle bells before she donated. We will be talking about this day for years… https://t.co/0wZ39lXvcJ,0,0,0,0,0,0,0,2903,599,357,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Just tried giving myself a brazilian with selotape. And i wonder why i'm single.,0,0,0,0,0,0,0,40317,1004,2019,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
When you're confident of who you are in Him no one is a threat to you and what God has called you to do!  #KnowWhoYouAreInHim  #Yep,0,2,0,0,0,0,0,424,2443,29,12,0,0,0,0,0,0,0,0,0,0,0,26,16,26,16,26,16,26,17,1,,
@TheCreeperXx @DarkRealmsPE You mean Hypers server,2,0,0,1,1,1,0,17477,1163,117,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Lol I was atleast sixteen here :3 https://t.co/XhNnOPOOjU,0,0,0,0,0,0,0,43912,977,341,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,6,1,,
When u think someone is calling ur lonely ass and it's just an alarm u forgot to remove... https://t.co/NOBi5F6IUv,0,0,0,0,0,0,0,36678,4197,3461,25,0,0,0,0,0,0,0,0,0,0,0,6,4,7,7,7,7,9,9,1,,
Who likes the new bio/layout?,0,0,0,0,0,0,0,10817,2688,378,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,7,1,,
@20committee Sunday Times 20151206: RAF to launch round-the-clock blitz on Isis https://t.co/sshFBh8noR,1,0,0,1,1,0,0,20871,2601,2067,66,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,3,0,,
I'm just prepared to get absolutely Lit tonight and no one will stop me,0,0,0,0,0,0,0,33911,1444,457,1,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,2,12,3,17,1,,
I bought heels&#44; 7 for 27&#44; wings&#44; and now I'm getting ready to go see The Weeknd today's a good day,0,0,0,0,0,0,0,21350,970,825,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,10,1,,
do you ever talk to someone and feel really happy no matter how shit the conversation is,0,0,0,0,0,0,0,892,8996,91,7,0,0,0,0,0,0,0,0,0,0,0,405,451,445,493,465,510,535,586,1,,
Are you going to execute me or am I free to go? -Jon Snow,0,0,0,0,0,0,0,21349,21090,15365,81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,3,0,,
love* https://t.co/y46c9VFXs7,0,0,1,0,0,0,0,62295,5198,122,54,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Pass on soda. You'll be amazed by how much weight you drop by simply switching to water.,0,0,0,0,0,0,0,17633,5878,5393,31,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,0,,
./check.calendarHappy Birthday @AmyAcker Maybe Someday on my side...#PersonOfInterest  https://t.co/dR4ouGWyud,1,1,1,0,0,0,0,611,1586,25,26,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,7,4,10,11,1,,
partay in tulsa tonight 😝😉,0,0,0,0,0,0,0,6721,763,786,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,3,0,,
My mom JUST NOW started to make breakfast....Like you said you were going to do that 5hours ago,0,0,0,0,0,0,0,41027,8097,5400,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
If you're under the age of 30&#44; the reason I'm looking at you weird when you talk&#44; is cuz I have no clue what's coming out of your mouth. #38,0,0,0,0,0,0,0,8777,20235,430,252,0,0,0,0,0,0,0,0,0,0,0,4,19,6,31,6,36,16,84,1,,
Congrats to our athletes that competed today! It's a great day to be a Gem! 💎💕,0,0,0,0,0,0,0,2047,1301,481,2,0,0,0,0,0,0,0,0,0,0,0,2,5,2,10,3,12,4,26,1,,
I really been staying to myself. Not on purpose though. 😩,0,0,0,0,0,0,0,75257,1162,1023,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@mandytrejo10 aw thank you&#44; so are you 😙,1,0,0,1,1,1,0,35063,751,429,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
I don't trust these bitches anyways  https://t.co/WrU8ZoROYk,0,0,1,0,0,0,0,209430,1059,408,51,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
"@EbonyTheZombie help me ""hobo"" 😭😭😭 https://t.co/JXvZ26kVfL",1,0,1,1,1,0,0,69338,3694,2800,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Carefully throws awards at Jenna and Peter,0,0,0,0,0,0,0,38167,2955,2657,33,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,5,6,5,7,1,,
@oraikes @Boazerr12 @look_ohs for real they're so stupid &amp; all they do is make people feel like shit ab themselves,3,0,0,1,1,1,0,17511,610,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
Life is getting scarier day by day. Who knows what's going to happen tomorrow..stay safe&#44; help each-other &amp; always remember God,0,0,0,0,0,0,0,12281,2229,533,3,0,0,0,0,0,0,0,0,0,0,0,7,9,8,10,8,12,13,15,1,,
@Paulo_44 I just hate the general public.,1,0,0,1,1,1,0,44117,673,592,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
"Those ""empires"" ran active slave trades. Shameful that you bring them up as example of ""civilization."" https://t.co/u3rXzVw7P7",0,0,1,0,0,0,0,38746,24414,601,313,0,0,0,0,0,0,0,0,0,0,0,6,5,6,7,6,8,8,12,1,,
I'm making these cookies that are a family recipe and the recipe calls for 2 lbs of butter... Goodbye skinny jeans,0,0,0,0,0,0,0,2182,560,374,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,3,0,,
Visiting Japan for the first time ever. 6AM flight tomorrow. Still doing laundry &amp; packing. https://t.co/cOm15BMKYK,0,0,0,0,0,0,0,32729,976,846,113,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
CANDLES AT BATH &amp; BODY WORKS ARE $8,0,0,0,0,0,0,0,21852,685,422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,,
The Christmas play at A&amp;T was really good today 😍👏🏾👏🏾👏🏾,0,0,0,0,0,0,0,17111,617,598,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
the invisible hand offers that words have the power to change us,0,0,0,0,0,0,0,2576,1477,1538,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
Congrats to the Wrestling team&#44; who went 4-1 today&#44; good enough for 2nd in the Copley  Tournament!  💪,0,0,0,0,0,0,0,1170,1209,726,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,5,3,7,1,,
Tis the season https://t.co/PZGXA2Ilo7,0,0,0,0,0,0,0,11698,58708,44587,90,0,0,0,0,0,0,0,0,0,0,0,4,6,5,8,5,9,6,10,1,,
If I were a boy&#44; I think I could understand&#44; how it feels to love a girl. I swear I’d be a better man.,0,0,0,0,0,0,0,4491,707,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,,
ugh i shouldnt be exposed to the internet cause i cry everytime i see an animal hurt&#44; abused&#44; or neglected i cant stand the human race.,0,0,0,0,0,0,0,22055,6442,305,21,0,0,0,0,0,0,0,0,0,0,0,2,8,3,9,6,11,18,26,1,,
Letter to Pac - Boosie &gt;&gt;&gt; makes you miss 2Pac extra hard lmao,0,0,0,0,0,0,0,57180,1091,678,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,,
YES YES YES 👏🏼 https://t.co/9GudgCZmJR,0,0,1,0,0,0,0,16733,1822,641,25,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,2,4,2,4,0,,
Then quit trolling me! You keep saying how unimportant I am yet you are a scary stalker. Never mind&#44; I'll block.  https://t.co/5aYsJvhd62,0,0,1,0,0,0,0,21275,1751,923,45,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,0,3,0,,
@Frantabucks_ you should try a different song! This one doesn't seem to go with your voice very well,1,0,0,1,1,1,0,18203,1153,2129,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,
WE'RE ALL CRAZY YOU'RE ALL CRAZY NOOW WEELL WE ARE SO CRAZY,0,0,0,0,0,0,0,46245,1972,1876,105,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
LISTEN: Yakimov with his 3rd of the season &gt;&gt; https://t.co/CsS8271kij,0,0,0,0,0,0,0,19561,16730,1019,266,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,4,0,,
@SaraReynolds204 @GwenEleri1 @Siriol_Ifan @erin_morgan97 @lleucu_mains97  Y diwedd...just gets me every time😂😂👌🏻  https://t.co/5kGvdzLhHS,5,0,1,1,1,0,0,2175,503,935,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
i need to go&#44; im so tired&#44; ily !,0,0,0,0,0,0,0,72271,30681,12920,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,,
Just thought i would take some photos of two corals during the nightlife on my reef :) So amazing 😃 https://t.co/JwcCYX3iyg,0,0,0,0,0,0,0,12121,816,636,14,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,4,0,,
I'm not gone lie my album is kinda tight,0,0,0,0,0,0,0,20317,121572,4189,272,0,0,0,0,0,0,0,0,0,0,0,12,60,17,79,17,88,22,126,1,,
#ChristmasInAfrica I would like to bring music from the soul with my Christmas single https://t.co/nOxcCkoVec  Available now on ITunes,0,1,0,0,0,0,0,1431,1711,1274,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,,
700 high tech jobs in @VicGovAu incl. major cyber centre for Aus. @NBN_Australia Here w/ @SenatorFifield #SpringSt https://t.co/lULTXrTS2Q,3,1,0,0,0,0,0,17893,2658,1791,131,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,7,6,11,9,1,,
